nom,classe,x,y
araeen_1.jpg,11,24.82569,-17.304623
arguelles_1.jpg,13,-2.906452,22.108187
armandon_1.jpg,2,-11.702684,14.66515
arman_1.jpg,4,-19.132708,-1.1881697
arman_2.jpg,4,-11.991863,-8.262904
arman_3.jpg,10,-12.007501,-8.223157
arman_4.jpg,11,11.481667,-18.292618
arman_5.jpg,4,-31.891586,-13.366757
arman_6.jpg,10,11.091501,-18.246786
arman_7.jpg,6,-23.366566,10.582524
arman_98.jpg,4,-19.874083,-2.4224305
arman_99.jpg,10,10.31125,-18.481764
arnal_1.jpg,4,-19.5216,-7.339648
arp_1.jpg,7,-5.902254,-21.558256
arp_2.jpg,1,12.624535,0.17932415
arp_3.jpg,5,2.4646332,23.620115
arp_4.jpg,8,5.05299,2.992022
arp_8.jpg,5,2.6099901,17.674654
art-et-language_1.jpg,2,6.7722416,13.927139
asse_1.jpg,12,24.284307,-10.524435
asse_10.jpg,11,16.694986,-17.4955
asse_2.jpg,1,14.747054,19.21852
asse_3.jpg,6,-19.009499,9.198439
asse_4.jpg,2,4.801979,17.889128
asse_5.jpg,7,13.373656,-4.2493634
asse_6.jpg,8,12.811339,4.4762063
asse_7.jpg,1,15.618947,18.673943
asse_8.jpg,1,14.100777,18.212646
asse_9.jpg,2,-9.900188,1.2491475
atassi_1.jpg,9,3.5582502,1.084023
atassi_2.jpg,11,10.773571,-7.59691
atlan_1.jpg,10,5.7924595,-13.068751
atlan_2.jpg,11,19.256863,-14.832484
atlan_3.jpg,11,15.912128,-15.700092
atlan_4.jpg,11,18.672857,-13.927219
atlan_5.jpg,11,18.301249,-17.320513
auerbach_1.jpg,4,-13.945497,-8.66173
auerbach_2.jpg,6,-17.100237,-4.1786313
ayme_1.jpg,1,26.634167,-3.5752897
bacher_1.jpg,14,-9.700452,29.612656
bae_1.jpg,10,-13.823188,-0.95649517
bak_1.jpg,5,2.547617,28.008528
balas_1.jpg,9,0.5393215,7.0903583
balla_1.jpg,6,-11.0877495,12.181602
balla_2.jpg,7,13.423886,-0.98114026
balla_3.jpg,12,28.457254,-19.52997
barre_1.jpg,3,14.47587,16.110266
barre_2.jpg,3,14.27174,16.497986
barre_3.jpg,7,8.782056,16.877504
barre_4.jpg,7,10.737134,17.684252
barre_5.jpg,13,28.058332,10.465871
barthes_1.jpg,2,-27.07821,7.8938174
barthes_2.jpg,2,-27.094707,7.8608294
bart_1.jpg,5,12.973571,15.291493
baruchello_1.jpg,2,8.944686,12.901541
baruch_1.jpg,7,26.833342,-7.3922086
baruch_2.jpg,7,26.907534,-7.4155326
basquiat_1.jpg,4,-29.297235,-7.87923
basquiat_12.jpg,4,-29.287436,-7.8676324
basquiat_2.jpg,10,-17.403381,-13.531717
basquiat_7.jpg,11,8.499904,-20.777876
bazaine_1.jpg,10,-5.687615,-16.358488
beck_1.jpg,10,2.6744082,11.70313
bedin_1.jpg,2,-10.425142,-15.830672
bellaguet_1.jpg,7,12.007569,9.650454
bellmer_1.jpg,9,0.83276904,9.880994
